Depth CCSF (m),Al2O3,SiO2,K2O,TiO2,Fe2O3,CaO,Section
1.75,13.34196101754,46.025813445734364,1.3552124087375665,0.8396547861388912,5.58323894589369,28.063585016380138,U1474F_1H2
1.77,13.70404685926018,45.813463041432726,1.3304916888443337,0.8088720106872002,5.583709084147419,27.968882936052804,U1474F_1H2
1.79,13.519393577066523,46.04490358108414,1.3084507412585733,0.807233942191057,5.492745633733565,28.036738145090776,U1474F_1H2
1.81,13.11015940661283,45.58592904002436,1.3884332561520751,0.8395852382153902,5.841097223883341,28.444261455536672,U1474F_1H2
1.83,13.618287848809663,45.126113418153345,1.370861647979382,0.8248030950124816,5.618448342261037,28.65095126820874,U1474F_1H2
1.85,13.075908552437646,45.4083395405745,1.362838328483561,0.841839978097823,5.5629262080844395,28.957613012746684,U1474F_1H2
1.87,12.88250941415759,45.3854749044111,1.3719482764860012,0.8506525883168238,5.49478302491327,29.22409741213987,U1474F_1H2
1.89,13.462318141713546,44.99342435556034,1.3428167174862806,0.8399265404134159,5.197306143648134,29.37367372160294,U1474F_1H2
1.91,13.326045996351372,45.75146271443484,1.3839776644909598,0.8496817430188446,5.583771947751695,28.314525554376942,U1474F_1H2
1.93,13.38903811842244,45.75525178372276,1.4974484365596747,0.881096007038095,6.2902026485876394,27.39642862609404,U1474F_1H2
1.95,13.260392692802931,45.94966009322344,1.5141878725156834,0.8790186661952677,6.4188935783530425,27.187312717334272,U1474F_1H2
1.97,13.675916106470702,46.459031479933344,1.545727928457441,0.8763308398406426,6.13703245359971,26.515426812122808,U1474F_1H2
1.99,13.871050697000438,46.847901350212005,1.594920474510694,0.8773590211327204,6.15888321879267,25.859350858776114,U1474F_1H2
2.01,13.677882591376557,46.626780632961044,1.6350561171053968,0.8787719891577445,6.665961899527219,25.725012390296694,U1474F_1H2
2.03,12.988526227983748,47.31934323090853,1.636043283498051,0.8742234004346413,6.443397473835139,25.947932003764546,U1474F_1H2
2.05,13.541476484642818,47.26256518114538,1.6152830662071105,0.877975461945977,6.240465897250528,25.67169952923284,U1474F_1H2
2.07,14.374003442823808,47.1181539011043,1.6790716072592338,0.8718176692714341,6.248015150700026,24.91840384926586,U1474F_1H2
2.09,14.423286382212554,47.711999972304,1.8843334553175073,0.9217986980103225,7.05981189160926,23.208235220970995,U1474F_1H2
2.11,13.805857751749983,47.5979295510628,1.7162537360973589,0.9035415878403057,6.519369799324194,24.66651319435001,U1474F_1H2
2.13,13.803126774597043,47.775103925638504,1.739082513221308,0.8975991598069946,6.604133384640557,24.390419862520243,U1474F_1H2
2.15,14.30050114476903,47.97078855876086,1.8067926371327436,0.9128140801489506,6.728161569687595,23.49040762992546,U1474F_1H2
2.17,13.943790142142015,47.95179131994425,1.8044030231513153,0.9264858086331252,6.672321095010398,23.910674231543553,U1474F_1H2
2.19,14.15565283529421,46.624740198961064,1.6739647176699692,0.8908428475679048,6.530807994480724,25.33345702645079,U1474F_1H2
2.21,13.945442658593393,46.827570332658695,1.6276076043278078,0.8927730837087362,6.131566199758503,25.784505741377526,U1474F_1H2
2.23,13.73812751851727,47.87665123080588,1.6388918805653334,0.8767365708001215,6.10943414769154,24.969624272044516,U1474F_1H2
2.25,13.823884641684147,47.349217247062214,1.6378162206455447,0.8812711442268083,6.370462420708012,25.146813946097925,U1474F_1H2
2.27,14.014149706366599,46.43765537644243,1.5116435237854429,0.8615582055868826,6.202281921244917,26.182176886998388,U1474F_1H2
2.29,13.607940562345377,47.17987396936592,1.6643646046782565,0.8941282260794031,6.967320605398302,24.895837652557393,U1474F_1H2
2.31,14.2625116700748,46.96695426616827,1.6452480336482054,0.8798088563716091,6.854420787712599,24.60052200644916,U1474F_1H2
2.33,14.247011453046845,46.54123530786321,1.566235576665519,0.8614113544588029,6.483825096443737,25.50974683194654,U1474F_1H2
2.35,13.627203430224073,46.24610796118456,1.5247018206307021,0.859959687031754,6.181160281960518,26.77033243939304,U1474F_1H2
2.37,14.215815978975133,45.78723548249648,1.4854698706572136,0.849640292654952,5.873980447745828,26.997323547895036,U1474F_1H2
2.39,13.814546849991203,45.92796139522631,1.4069383594537925,0.8220926252456233,5.666809957634777,27.571116432872955,U1474F_1H2
2.41,13.751712715776781,45.58989067087658,1.4391963911549854,0.8576054479983561,6.146164464091672,27.424895930526283,U1474D_1H2
2.43,14.129934232506649,45.377701894984895,1.4827520129554965,0.8774058223451708,6.648683778315937,26.6929878793165,U1474D_1H2
2.45,13.877360284256206,44.84644258590213,1.3726361405439143,0.8410270299757503,6.784542128836465,27.487457450910185,U1474D_1H2
2.47,13.768914551275824,44.9489925718456,1.286007435759361,0.8076051941349175,5.59992287780609,28.798022989602856,U1474D_1H2
2.49,13.881999247827215,44.34235098509667,1.2417865425012031,0.7832051860216075,5.147452649537193,29.81267100944076,U1474D_1H2
2.51,13.59913770321991,44.594279539637675,1.1910608094191084,0.7548630421586804,5.035841843777427,30.03428268221185,U1474D_1H2
2.53,13.10863636066141,43.84457569519142,1.1871643945565478,0.7720485300796225,5.076117070444358,31.220923569491287,U1474D_1H2
2.55,13.265728124400049,44.063143196181116,1.1101892517651777,0.7380296458717002,4.66695369118254,31.36542171102408,U1474D_1H2
2.57,12.986439203156998,44.15398078544018,1.0835430230166794,0.7292620109450693,4.553844504950314,31.7023960929154,U1474D_1H2
2.59,13.054892340187806,44.10503473421287,1.0784355477228704,0.7230059801460161,4.53295900544934,31.715138012705754,U1474D_1H2
2.61,12.820995633825728,44.38962615686686,1.1031891578623918,0.7412927555720109,4.614136307796145,31.54022560850152,U1474D_1H2
2.63,13.044278345232264,44.70651684164942,1.147111817291212,0.7565097691529055,4.773811181202082,30.781237665896768,U1474D_1H2
2.65,13.109117167281381,44.88114719295094,1.1484303790491655,0.7668231614499798,4.822216840174202,30.481730879518988,U1474D_1H2
2.67,13.450482282025167,43.938394553240826,1.1024372488287384,0.7459175662005435,4.646481247583733,31.325752722545637,U1474D_1H2
2.69,13.539188818257117,46.29936694965419,1.303973080325852,0.8136435770357708,5.644057864759888,27.60923533039183,U1474D_1H2
2.71,14.10745691908734,46.564712439903694,1.3562111901678018,0.8252789375592768,6.116504385072818,26.239301748633718,U1474D_1H2
2.73,13.396272789597171,46.624348969250676,1.3698700128693517,0.8434692917936286,6.111436063545009,26.864068493368805,U1474D_1H2
2.75,14.202545711026337,46.985157677724075,1.3781854824742206,0.8165816156631813,5.797591593323564,26.029403540213274,U1474D_1H2
2.77,13.923406525991934,46.81451360847088,1.3491374374350635,0.8121299298814496,5.946449634115784,26.363828484529538,U1474D_1H2
2.79,13.94076352002643,46.78052654697594,1.4431839481636892,0.8316960248648716,6.34260117868015,25.870694401713564,U1474D_1H2
2.81,13.799929635740684,47.07133678917842,1.4288525830717054,0.8264767520130462,6.671189275106631,25.411680585314162,U1474D_1H2
2.83,13.121032720616292,47.697732106613486,1.542217991124172,0.8323142287527303,7.821252793749261,24.194915779568706,U1474D_1H2
2.85,14.236671318785032,47.399984729798994,1.4531040158945396,0.8344545960958855,6.329342346786536,24.955908613063645,U1474D_1H2
2.87,14.415485144193218,47.76711037719788,1.5139322083590834,0.851851903523515,6.036196753202105,24.624889233948853,U1474D_1H2
2.89,14.518466680256065,47.723885763094,1.5517360159006384,0.860799787905722,6.277772595695662,24.276804777572554,U1474D_1H2
2.91,14.486252314735289,48.30747879200255,1.7119521095518857,0.8942728670085859,7.051461399786679,22.75804813733965,U1474D_1H2
2.93,14.4199186903508,48.54278453197999,1.6353587228832456,0.8758921532365898,6.806520398689534,22.928991123284487,U1474D_1H2
2.95,14.427711774703546,48.799842919881954,1.7224277907836503,0.8941744697107914,6.930821598131141,22.434487067213567,U1474D_1H2
2.97,14.551014588772343,48.689725805891825,1.732635077324587,0.9056526810064645,6.963994000832761,22.366443466596667,U1474D_1H2
2.99,14.242649564902834,48.754153863662964,1.7461834530097553,0.908526732820109,7.17796825166651,22.379983754362485,U1474D_1H2
3.01,14.270143057073696,48.509473783626554,1.6987615576787196,0.9184426343529154,6.809591309254049,23.003053278438713,U1474D_1H2
3.03,14.37873678062399,48.208539558293594,1.7360478963369792,0.9206522539160128,7.090845772916869,22.874643358337224,U1474D_1H2
3.05,14.305186225063464,48.99993314622383,1.8218386173494576,0.9039400236957332,7.451463358841141,21.72710424925103,U1474D_1H2
3.07,14.618719582816098,48.75010365011992,1.7908802732066844,0.8875924728774908,7.4920501177921315,21.670119523612332,U1474D_1H2
3.09,14.048431648002731,48.98870998628561,1.7335937098759466,0.8774361709871302,7.231135228902802,22.33015887637044,U1474D_1H2
3.17,10.254489311264937,59.29609067544678,0.7347345405739297,0.4351836372205683,2.6845977343774576,21.804369721540976,U1474D_1H3
3.19,9.663636208835792,59.010389060309066,0.7577947695803554,0.49497931246904353,2.8754035119027352,22.407262757327654,U1474D_1H3
3.21,9.761247070116964,53.88731594434019,0.556428468805575,0.4304542233084039,2.7570203493759315,27.816999564477605,U1474D_1H3
3.23,9.25015366315921,56.3966041025125,0.597289457525419,0.43442790879708865,2.8828251274850203,25.64816536094541,U1474D_1H3
3.25,8.399445126362602,64.92835829765066,0.9409666124686111,0.5584252489937759,3.537020376635774,16.84524995831323,U1474D_1H3
3.27,10.95149171873887,58.79120859135947,1.6807630832429723,0.7704259623432657,5.713991544604554,17.301584720135516,U1474D_1H3
3.29,14.246975459936015,47.5704303220615,1.5786609406909893,0.8693420582022877,5.828210191396492,25.115846648137367,U1474D_1H3
3.31,14.34872850541505,46.85520419365768,1.6082917079268824,0.8892176476433541,6.078293853816155,25.42972971196552,U1474D_1H3
3.33,14.146080571694894,47.556069224438836,1.65465948007795,0.8885259931424523,6.1836959887474885,24.780434362323046,U1474D_1H3
3.35,14.594473910291821,46.91741175918172,1.5710196460075097,0.84148665757017,6.006147955966709,25.278925691406734,U1474D_1H3
3.37,14.550537372083877,46.15901454753371,1.5223475613395572,0.8281104965656073,5.77819670433249,26.3712589385694,U1474D_1H3
3.39,14.731958000236824,45.68940050348131,1.371646694069572,0.8142407823410295,5.219071465530439,27.38314817476548,U1474D_1H3
3.41,13.944685464718223,45.76627179142955,1.3128710930556347,0.7827441700059314,5.179011274158884,28.223881827056438,U1474D_1H3
3.43,13.340358553990876,44.934241221138414,1.255593138496814,0.7594361789763177,4.820951335116108,30.098885192706128,U1474D_1H3
3.45,13.629944123202224,44.602740288437836,1.2155939262096305,0.7465841535934435,4.730125164489703,30.28447796449181,U1474D_1H3
3.47,13.540071035375597,44.649596219451155,1.2097695484346271,0.7414734346713984,4.552301980517474,30.516253401974403,U1474D_1H3
3.49,12.829486065689032,45.269753991765135,1.1685865485684817,0.7476765749498905,4.502288235589956,30.691674203862146,U1474D_1H3
3.51,13.007868225708133,44.7600029419131,1.154632782922002,0.7376375649042404,4.487956625395463,31.0613674795817,U1474D_1H3
3.53,12.971618537680564,44.74684995103896,1.1195804027465301,0.7322205378209448,4.346219729931591,31.29297646120607,U1474D_1H3
3.55,13.330607804250054,45.247905249775116,1.1910925026320667,0.7495724411350245,4.59116487667728,30.099122745955103,U1474D_1H3
3.57,12.724059165124215,45.84395697045385,1.2010564186490267,0.7604018476214269,4.711827478624131,29.968163739951986,U1474D_1H3
3.59,13.13409656780963,45.769163845222884,1.2314141920245487,0.7624713294441154,4.882208416675256,29.43011126924821,U1474D_1H3
3.61,13.838018481255192,46.52739543569865,1.3635959971566467,0.8070649162434275,5.206383743678024,27.467007046392716,U1474D_1H3
3.63,13.747867544810685,46.79148426735303,1.355478743766077,0.8323084324678236,5.494551675527471,26.98777495649957,U1474D_1H3
3.65,13.262788990058274,46.789858446969745,1.3998652555937647,0.8500149930219427,6.184248949981684,26.72268898479924,U1474D_1H3
3.67,13.586303018568922,46.63727361153574,1.4257932754408786,0.8422353824095414,6.178804692580131,26.53905563988943,U1474D_1H3
3.69,13.408185769805815,47.10008109622967,1.40631756733921,0.8465574832825724,5.722045377522863,26.72627832624452,U1474D_1H3
3.71,13.53930262110317,47.084379589976024,1.4412429803865037,0.8591484588045413,5.914380516637604,26.371011453516825,U1474D_1H3
3.73,13.537818418378519,47.352742184420734,1.401389294123856,0.8604311627078487,5.682271889505312,26.374812671288375,U1474D_1H3
3.75,13.164541105779906,47.78041886157908,1.3679329053484952,0.8375502408761877,5.696606556837498,26.362415950003484,U1474D_1H3
3.77,13.263212434177245,48.14119642587639,1.536746585321284,0.8954154673738758,6.476885946361142,24.89600876131471,U1474D_1H3
3.79,13.680099496800045,47.63611063210169,1.6578579083169127,0.8985083856886016,7.0397221375817285,24.297167059935674,U1474D_1H3
3.81,13.866653875266651,47.91005760818952,1.6190016850881954,0.8712311753371664,6.654758599196935,24.28776267734618,U1474D_1H3
3.83,14.031394494491481,47.977134984413816,1.663046497919948,0.8661615789536242,6.509580572851969,24.162147491793817,U1474D_1H3
3.85,14.414375387363101,47.31871558610593,1.6555194890173133,0.8677888723909596,6.682238194552148,24.270828090995195,U1474D_1H3
3.87,13.813158194052352,47.09371074725093,1.5886815104606067,0.8423962985359139,6.677924804064851,25.19359406606,U1474D_1H3
3.89,13.651425353094643,46.558121275261634,1.531318351658797,0.8523312569640872,6.536253091488307,26.080016291957183,U1474D_1H3
3.91,13.720464684679651,45.547541178052754,1.559364590342531,0.866373204031715,6.6216959659474215,26.89402599737058,U1474D_1H3
3.93,13.65812804350564,46.418407786896715,1.4760590612588131,0.8236109758692123,5.842181639570221,26.99107811332405,U1474D_1H3
3.95,13.799880895851235,47.00557876771283,1.3663082633062236,0.766823709475218,5.298131288778818,26.972742695300322,U1474D_1H3
3.97,13.582069464140105,47.172127212011134,1.288976483676981,0.7606776597490034,5.232107717359885,27.17350708348753,U1474D_1H3
3.99,13.333336336623738,47.289692027960996,1.3114731333811536,0.7656525322703736,5.448969063767426,27.06034252642096,U1474D_1H3
4.01,13.501656557979212,46.79274986478921,1.2412886037116564,0.7327557458140735,4.887051979911825,28.053962868218694,U1474D_1H3
4.03,13.349848487189913,46.75829221982441,1.3204004135303236,0.7769620796884664,5.105678909206338,27.8982835109852,U1474D_1H3
4.05,13.237604321622229,47.12007702186014,1.2997828885160685,0.7748943287741881,5.074836678606306,27.702270381045714,U1474D_1H3
4.07,12.756756171609087,47.54903589011229,1.4673626295735318,0.8210248514687045,5.654457916208737,26.960828161452305,U1474D_1H3
4.09,13.253498152921848,48.2339723377794,1.5722010729660345,0.8421349426525678,5.972350195952112,25.33530891815269,U1474D_1H3
4.11,13.409129423636434,47.25098410249943,1.5281787050753166,0.8550594936984812,6.102284610864358,26.063829284650645,U1474D_1H3
4.13,13.400518349864678,47.81071966339779,1.6541675318611706,0.84880733803857,6.38870473819353,25.106547999068912,U1474D_1H3
4.15,13.934598348289702,48.03175609845003,1.769497510061807,0.8690939175381932,6.717910282344337,23.886609463740577,U1474D_1H3
4.17,14.131412056640531,48.14712071253345,1.7844028682475146,0.869355246638321,6.957378661980668,23.319796074384186,U1474D_1H3
4.19,13.564637109281412,48.463191260050614,1.9023812022229385,0.9049116670140012,7.646863735445579,22.72748064641011,U1474D_1H3
4.21,13.788044231076068,48.582599674017956,1.7733769858182356,0.882998734028081,6.572656246935043,23.609789748549254,U1474D_1H3
4.23,14.35649043536495,48.82259484759815,1.8472423960141597,0.8841404432839315,6.797459115103411,22.501538383060048,U1474D_1H3
4.25,13.948085909508405,48.66224444368673,1.9391916248826047,0.8683193635463561,9.10340155730034,20.68822272150023,U1474D_1H3
4.27,14.746875648269693,50.002268010966304,1.9359041792516642,0.8798625313699909,7.226121867729227,20.41843338283776,U1474D_1H3
4.29,14.197253311496002,48.71169390135139,1.6833728584780643,0.8874987642422775,7.076245086089408,22.653401698767517,U1474D_1H3
4.31,13.598231006663775,48.537396738042936,1.6810773150615885,0.8757987566989835,7.6558108519943895,22.86115095196298,U1474D_1H3
4.33,14.224665265698059,48.18981806817223,1.6934429458877163,0.8892546003172633,7.419901292076114,22.79238344827326,U1474D_1H3
4.35,13.729871110038717,48.11645384276518,1.6233008859335776,0.8810185634140901,6.864360939505597,23.9944602787675,U1474D_1H3
4.37,12.728586160731645,47.78781470255235,1.6302087214702865,0.8550684817366792,8.119831717934582,24.087955835999093,U1474D_1H3
4.39,13.791294582419136,47.9041396796089,1.5036893200357893,0.8459025850009826,6.5790745056692845,24.58536494769055,U1474D_1H3
4.41,13.510704445409191,48.2545790223947,1.3923105108285492,0.8221574066530883,5.729469469160959,25.500244765978152,U1474D_1H3
4.43,13.180215790502968,47.999625863902146,1.3652014402765353,0.8315871047617364,5.58092235103479,26.251913069946475,U1474D_1H3
4.45,13.552977646514027,48.46203777628156,1.4368779101820797,0.8502105978855958,5.827942785605615,25.07941890395578,U1474D_1H3
4.47,13.212277447710186,48.44278137346319,1.4711044474572288,0.8412500419196323,5.797114126444495,25.444938183429922,U1474D_1H3
4.49,13.215836810021678,49.03199519406112,1.5172917968505792,0.8660386921860033,6.293439923450376,24.284863203854908,U1474D_1H3
4.51,13.090991488254915,49.123793140967685,1.5793856337902366,0.8755644277452174,6.263058324594466,24.276672605072136,U1474D_1H3
4.53,13.535777884713996,49.02320940430865,1.618928358769878,0.8878564022962505,6.286357297686377,23.857336272649512,U1474D_1H3
