Exp,Site,Hole,Type,Section,SectionLabel,Top Offset (cm),Depth (m CCSF),MSE,Al2O3,SiO2,K2O,TiO2,Fe2O3,CaO
361,U1474,E,H,3,U1474E_2H3,110.167,116.34,13.64,13.704812683718997,49.24217637083707,1.440910124986672,0.6352569646158601,4.235288505887694,25.95102097037834
361,U1474,E,H,3,U1474E_2H3,112.167,116.36,12.91,13.92766409372568,48.41441780845617,1.4122028808487042,0.6315465467713024,4.364127149662879,26.459507140959907
361,U1474,E,H,3,U1474E_2H3,114.167,116.38,12.93,14.028115222083585,48.70991027724275,1.4209220691360744,0.6318723241212172,4.134441020247897,26.28420470759313
361,U1474,E,H,3,U1474E_2H3,116.167,116.4,13.95,14.01989467750707,48.485785135755094,1.394673012854901,0.6336399476085025,4.190480121226556,26.484992725472516
361,U1474,E,H,3,U1474E_2H3,118.167,116.42,13.42,13.794444859893451,48.57018298138803,1.3828130260149158,0.6245088713268517,3.9701730384808287,26.86734284332057
361,U1474,E,H,3,U1474E_2H3,120.167,116.44,14.07,13.734691595773697,48.360855248409656,1.338415097431533,0.615661601302658,4.2133798179248565,26.946462259582233
361,U1474,E,H,3,U1474E_2H3,122.167,116.46,13.77,13.67211414843214,48.50691866329676,1.371145834516745,0.6219274597062674,4.0729762206085525,26.964383293864177
361,U1474,E,H,3,U1474E_2H3,124.167,116.48,13.5,13.874585263240522,48.80160732178777,1.368540907238743,0.6308472918496956,3.997379522283065,26.536505314024833
361,U1474,E,H,3,U1474E_2H3,126.167,116.5,13.04,13.819524804316075,48.718175743113775,1.4190622264223143,0.6318273229178145,4.133496585594831,26.48737893805982
361,U1474,E,H,3,U1474E_2H3,128.167,116.52,13.91,13.90483949823452,48.92371844361789,1.419313635250035,0.6363925664849815,4.100700706414985,26.224500770422235
361,U1474,E,H,3,U1474E_2H3,130.167,116.54,13.51,13.846911297930479,49.358121387077645,1.4151036951266576,0.6376295299070884,4.0940967085145115,25.857603001868252
361,U1474,E,H,3,U1474E_2H3,132.167,116.56,13.23,13.981243897546058,49.39868192939265,1.4245722747943117,0.6423316955763072,4.115518299677866,25.647117523437426
361,U1474,E,H,3,U1474E_2H3,134.167,116.58,13.36,13.799576455420585,49.264513666162685,1.446790033698221,0.6378192002843076,4.202060697214732,25.858705567644115
361,U1474,E,H,3,U1474E_2H3,136.167,116.6,13.38,13.960463123464091,49.55343813238627,1.422850246493645,0.644812283571001,4.105214319565167,25.522687514944476
361,U1474,E,H,3,U1474E_2H3,138.167,116.62,13.63,13.841022112525962,49.17947047949124,1.4592334284420045,0.6441051472788476,4.301023807099501,25.784610645587083
361,U1474,E,H,3,U1474E_2H3,140.167,116.64,13.68,13.722544866572514,49.458630728779525,1.4634910454285228,0.6473295129481039,4.246850516406363,25.670618950289594
361,U1474,E,H,3,U1474E_2H3,142.167,116.66,13.69,14.054710629583985,49.113138459292216,1.466434135333058,0.6514409342903944,4.1679472926898296,25.755794169235156
361,U1474,E,H,3,U1474E_2H3,144.167,116.68,13.67,13.753092053320293,49.30953430704584,1.4404672679869135,0.6501715058015581,4.135818801986186,25.92038168428386
361,U1474,E,H,4,U1474E_2H4,0.29700000000000004,116.75,12.93,13.709305900795526,50.175031751410195,1.390270646783327,0.6570455732014309,4.108282117079355,25.169529631154813
361,U1474,E,H,4,U1474E_2H4,2.297,116.77,13.48,13.36287880905118,51.097495477534956,1.3745515862642395,0.6566455777072803,4.007832163214989,24.710062006652
361,U1474,E,H,4,U1474E_2H4,4.297,116.79,12.76,12.927970882428298,54.26476001803489,1.2327171498209804,0.5890945014508734,3.5185129933952535,22.67641007529436
361,U1474,E,H,4,U1474E_2H4,6.297000000000001,116.81,14.11,11.14599044342201,60.54396171062661,0.7862791975297477,0.46377259206309956,2.476818653299838,19.79264302348334
361,U1474,E,H,4,U1474E_2H4,8.297,116.83,14.19,10.723648050844215,59.40576378529318,0.7358624827916749,0.43746794874041406,2.566831562557107,21.33989179019805
361,U1474,E,H,4,U1474E_2H4,10.297,116.85,14.51,10.491804467962195,59.11383318810348,0.688698177802065,0.49501163935668885,2.4847154656304173,21.935402681569784
361,U1474,E,H,4,U1474E_2H4,12.297,116.87,14.14,11.128486744056604,56.69024388676355,0.6549894996084724,0.47979124462159894,2.523721149212081,23.73223309616231
361,U1474,E,H,4,U1474E_2H4,14.297,116.89,14.93,10.871916851468944,54.00507801774745,0.6157151451668683,0.400145770103454,2.434226733950088,26.882383101987838
361,U1474,E,H,4,U1474E_2H4,16.297,116.91,15.18,11.50083297446688,50.1796305108901,0.6492373406185322,0.45139498469225914,2.58211704445525,29.846252765301628
361,U1474,E,H,4,U1474E_2H4,18.297,116.93,15.07,11.310664544701913,51.95618430617161,0.5940018169709688,0.4404900194997004,2.5125505502388883,28.395574382841573
361,U1474,E,H,4,U1474E_2H4,20.297,116.95,14.52,11.32139763658459,53.03892796841091,0.5819345898019115,0.442543913234495,2.648866164599819,27.17579534779291
361,U1474,E,H,4,U1474E_2H4,22.296999999999997,116.97,15.94,11.3071384112398,50.147244793944466,0.5544249707747064,0.414347644914126,3.382914192435568,29.40339560711599
361,U1474,E,H,4,U1474E_2H4,24.296999999999997,116.99,13.89,10.984378091076525,57.61218929103561,0.5897244845064447,0.42704089179328414,3.314587554560545,22.28154530745223
361,U1474,E,H,4,U1474E_2H4,26.297000000000004,117.01,14.06,10.74819359832677,55.69238196632017,0.6081686999789883,0.4695319100260194,2.522634028438768,25.168555417333906
361,U1474,E,H,4,U1474E_2H4,28.297000000000004,117.03,11.91,13.444470949556512,48.69758225641332,1.3112891656562744,0.6548508772672436,3.8962190102057983,27.20505336132549
361,U1474,E,H,4,U1474E_2H4,30.297000000000004,117.05,12.78,13.823800545699727,48.990846344939655,1.3414605756388016,0.6486932786228395,3.9547347280762035,26.449930147447404
361,U1474,E,H,4,U1474E_2H4,32.297000000000004,117.07,13.22,13.797351179149596,49.05597784678979,1.3732713854975895,0.6481235406444522,4.178217851213394,26.15652381712981
361,U1474,E,H,4,U1474E_2H4,34.297000000000004,117.09,13.22,13.887437929635682,49.00575852817913,1.3654925665594053,0.6441889332469566,4.122269042439713,26.184318620363747
361,U1474,E,H,4,U1474E_2H4,36.297,117.11,13.49,14.093050958384055,49.04307193735695,1.3394678184521416,0.6289459329767118,3.970532023541769,26.134396949712997
361,U1474,E,H,4,U1474E_2H4,38.297,117.13,13.57,13.904642700501585,48.72118284505618,1.3228965559552677,0.6402246979250199,3.9499753737582353,26.670543447228347
361,U1474,E,H,4,U1474E_2H4,40.297,117.15,13.76,14.085633113601999,49.18339169350308,1.3553511319942995,0.6470967021819359,4.10604420010726,25.831948779036054
361,U1474,E,H,4,U1474E_2H4,42.297,117.17,13.33,13.778458531885372,49.67186697244148,1.416987367334822,0.6540167999860318,4.324641651763895,25.363494297013034
361,U1474,E,H,4,U1474E_2H4,44.297,117.19,13.71,14.025663195487391,49.56249744184998,1.3709973403664044,0.6575969485575208,4.072192366096851,25.520518328066487
361,U1474,E,H,4,U1474E_2H4,46.297,117.21,13.41,13.920980588646684,48.95227165942361,1.335020677115801,0.6410830182640205,4.045681913224672,26.314427763749855
361,U1474,E,H,4,U1474E_2H4,48.297,117.23,13.65,14.129535380773218,49.159606158936676,1.3630319518851588,0.6511946619782492,4.004536860111452,25.90156060673988
361,U1474,E,H,4,U1474E_2H4,50.297,117.25,13.44,13.683156803495622,49.22327343999762,1.3765185287344055,0.6459990306461425,4.273288831109343,26.007228986441497
361,U1474,E,H,4,U1474E_2H4,52.297,117.27,13.1,13.421990773677683,49.71350875572424,1.3591565489704147,0.6446152369361842,4.043458941605879,26.026735363510237
361,U1474,E,H,4,U1474E_2H4,54.297,117.29,13.52,14.04219745142551,48.89892394169531,1.3986615769036954,0.6539041320569234,4.41908224765826,25.79669627068495
361,U1474,E,H,4,U1474E_2H4,56.297,117.31,13.42,13.560502789968984,49.231614556719094,1.3287797232572973,0.6341038590601982,4.02111880741835,26.433345884000722
361,U1474,E,H,4,U1474E_2H4,58.297,117.33,13.28,13.677827775097166,48.84215548698824,1.3353222295304203,0.6460106791505846,4.125809527165997,26.582339922492235
361,U1474,E,H,4,U1474E_2H4,60.297,117.35,13.26,13.866932570442355,48.48524693493097,1.324856761839272,0.6451797139041463,4.151930457293654,26.735319182014234
361,U1474,E,H,4,U1474E_2H4,62.297,117.37,13.7,13.211582419763573,49.29016463314257,1.3400449812662674,0.6345996759581161,4.525168742693443,26.207905167600675
361,U1474,E,H,4,U1474E_2H4,64.297,117.39,13.86,13.907478152674576,48.49224133603665,1.3359952089260883,0.6430429270912058,4.151840091711246,26.678867903984887
361,U1474,E,H,4,U1474E_2H4,66.297,117.41,13.67,13.644956735564557,48.37888052228966,1.27059376515975,0.631898528998833,4.040287966366163,27.24284810204566
361,U1474,E,H,4,U1474E_2H4,68.297,117.43,13.62,14.034807341639409,47.702123844179695,1.218859733272292,0.6196143458466293,3.8423263675971997,27.791733987889415
361,U1474,E,H,4,U1474E_2H4,70.297,117.45,13.54,13.686190197731054,47.188869643304926,1.2082786528162226,0.606369374947393,5.461817422424626,27.057940329200402
361,U1474,E,H,4,U1474E_2H4,72.297,117.47,13.66,13.99213249199708,47.807844346923915,1.2604396904276745,0.6322493876325386,3.9609922180714148,27.555807485372018
361,U1474,E,H,4,U1474E_2H4,74.297,117.49,13.12,14.169710587285179,48.1392102703026,1.2770410523268418,0.6281080851916333,4.06773272316209,26.92766290215629
361,U1474,E,H,4,U1474E_2H4,76.297,117.51,13.46,13.661944595698312,48.655873853607524,1.3252360635296412,0.6366605165781205,4.295886406728947,26.63386418428208
361,U1474,E,H,4,U1474E_2H4,78.297,117.53,13.19,14.062083956850211,48.56826630389174,1.327289949361718,0.6412111004894674,4.097943270162578,26.51267103966891
361,U1474,E,H,4,U1474E_2H4,80.297,117.55,13.57,13.909086787105432,48.973036390073794,1.3494416077149538,0.639564764210182,4.2833698896717465,26.054966181648535
361,U1474,E,H,4,U1474E_2H4,82.29700000000001,117.57,13.91,14.170050780499778,48.56776930623649,1.3803473947584632,0.6452464072405945,4.352618011514375,26.093433720174932
361,U1474,E,H,4,U1474E_2H4,84.29700000000001,117.59,13.67,14.199464756206932,48.84039058541974,1.357967055013303,0.6309607916709445,4.282145437160688,25.898536994953016
361,U1474,E,H,4,U1474E_2H4,86.29700000000001,117.61,12.93,14.513760249579702,48.52348438698312,1.3558134087873854,0.6451482815772113,4.2079547183029735,25.96330457519425
361,U1474,E,H,4,U1474E_2H4,88.29700000000001,117.63,13.34,14.449787235317563,48.28413636242418,1.3522434277526485,0.6431152605861055,4.246800534785458,26.233382799558683
361,U1474,E,H,4,U1474E_2H4,90.29700000000001,117.65,13.42,14.072838960950422,48.4701473519531,1.3415871019359442,0.6309365814085061,4.380941027104851,26.313014597071792
361,U1474,E,H,4,U1474E_2H4,92.29700000000001,117.67,13.49,13.725244108947132,48.958700173703164,1.350718499860253,0.6355743392253258,4.055215455989694,26.484013042699075
361,U1474,E,H,4,U1474E_2H4,94.29700000000001,117.69,13.14,14.095053701908583,48.24532688316958,1.3185008128581162,0.6314395074424192,4.281232353760255,26.63791236128567
361,U1474,E,H,4,U1474E_2H4,96.29700000000001,117.71,13.51,13.651969329335838,48.657183102251395,1.3209105298470167,0.6386064703187453,4.094759497064445,26.846036691607203
361,U1474,E,H,4,U1474E_2H4,98.29700000000001,117.73,13.67,14.016978694791138,48.120510867494765,1.309476545539247,0.6351194828183725,4.060711237628655,27.066668792152466
361,U1474,E,H,4,U1474E_2H4,100.29700000000001,117.75,13.49,14.374667443334873,48.05326351581143,1.3515802835984325,0.635473409848119,4.101242749469368,26.693238218362424
361,U1474,E,H,4,U1474E_2H4,102.296,117.77,13.82,13.752893979274418,48.5880659593741,1.3308898684467205,0.6415707767228691,4.12726870658078,26.768776330025766
361,U1474,E,H,4,U1474E_2H4,104.296,117.79,13.11,14.128477075343243,48.269497834535485,1.3978496420056836,0.6378598133966786,4.30141337002315,26.4743678851204
361,U1474,E,H,4,U1474E_2H4,106.296,117.81,13.74,14.194425111374803,48.20157255399932,1.3279646979053361,0.6252349808408005,3.970808990367898,26.889459285936493
361,U1474,E,H,4,U1474E_2H4,108.296,117.83,13.87,14.788751162557274,47.95394940330478,1.3888256300875752,0.640887287177882,4.103224503862335,26.333827633434787
361,U1474,E,H,4,U1474E_2H4,110.296,117.85,13.57,14.174116725789418,49.082509142307266,1.4458451399764167,0.655615095824011,4.288881483272288,25.562498033255242
361,U1474,E,H,4,U1474E_2H4,112.296,117.87,13.08,14.188504574931189,49.412128118034424,1.4925052183240908,0.6541254972465742,4.463652781219848,24.9985494306685
361,U1474,E,H,4,U1474E_2H4,114.296,117.89,13.75,13.97043152224612,49.155210755840656,1.4365287791796508,0.6507657499276845,4.267363764203267,25.72916504902725
361,U1474,E,H,4,U1474E_2H4,116.296,117.91,12.97,14.121808667259234,49.04705909870968,1.3990543494598324,0.6478039839550018,4.169531990585015,25.824207530455865
361,U1474,E,H,4,U1474E_2H4,118.296,117.93,12.87,14.276535591879453,49.03287873790189,1.420467666958193,0.6505446400601799,4.279968879541516,25.549070104083405
361,U1474,E,H,4,U1474E_2H4,120.296,117.95,13.33,14.254970229987233,49.02803215185526,1.4585489069599475,0.6609037693796103,4.31317832088791,25.49383224135467
361,U1474,E,H,4,U1474E_2H4,122.296,117.97,13.28,14.08120755773362,48.96012857021575,1.429636980178687,0.650936894054153,4.214971184097345,25.872584434145086
361,U1474,E,H,4,U1474E_2H4,124.296,117.99,13.07,14.183981795594056,48.9341589701684,1.4020778945888452,0.6421952157385789,4.181854856393829,25.865196887940918
361,U1474,E,H,4,U1474E_2H4,126.296,118.01,13.25,14.216446382240866,48.948425885705916,1.4128768792796378,0.6408098905845336,4.081429212393592,25.909477370220067
361,U1474,E,H,4,U1474E_2H4,128.296,118.03,13.85,14.203104759385537,48.830158520715635,1.3990553659618592,0.6414189524694176,4.13166579221485,26.004062229677334
361,U1474,E,H,4,U1474E_2H4,130.296,118.05,13.85,14.202972214117079,48.62900409523286,1.4044210746230898,0.6356592272587773,4.110049393019645,26.227359616173192
361,U1474,E,H,4,U1474E_2H4,132.296,118.07,13.32,14.120381099166824,49.34545053572312,1.414293440513724,0.6437840160060765,4.13391789324369,25.5516386357712
361,U1474,E,H,4,U1474E_2H4,134.296,118.09,13.12,14.065649989077595,49.15849562750869,1.4233710383990155,0.6543720760640305,4.149252032401844,25.75832485697346
361,U1474,E,H,4,U1474E_2H4,136.296,118.11,13.41,13.843081855669148,49.66593387393892,1.46323387581703,0.6519081756912669,4.275520604414587,25.30978723489369
361,U1474,E,H,4,U1474E_2H4,138.296,118.13,13.43,14.307019751210843,49.47233913575149,1.477391850445263,0.6597448506039584,4.2762335146282116,25.016736517784878
361,U1474,E,H,4,U1474E_2H4,140.296,118.15,13.14,14.191182859460316,49.769324984272224,1.4903217381470382,0.6548454081779551,4.2441155478981925,24.859675082468897
361,U1474,E,H,4,U1474E_2H4,142.296,118.17,13.02,14.145592969693494,49.62766092311751,1.498211902613078,0.6557405334105763,4.201426678226467,25.08083261336352
361,U1474,E,H,4,U1474E_2H4,144.296,118.19,13.35,13.894593832217017,49.48940469671633,1.5144096590804772,0.6556783943736861,4.355215980052683,25.30016305798445
361,U1474,E,H,4,U1474E_2H4,146.296,118.21,12.86,14.365781461398779,49.652012548358364,1.4641010647811088,0.6506057337053022,4.267497762889046,24.809467049292042
361,U1474,E,H,5,U1474E_2H5,0.418,118.25,12.78,13.510688080501275,48.89139084806393,1.508808678850527,0.6770503769095165,4.923098064268234,25.698429571831152
361,U1474,E,H,5,U1474E_2H5,2.418,118.27,13.32,13.18777116292202,49.31741606144215,1.5451239453031094,0.6894636163471533,4.501172909546657,25.968517924863548
361,U1474,E,H,5,U1474E_2H5,4.418,118.29,13.16,13.40804280530796,49.211343197677294,1.5538735980355403,0.6802853024696458,4.699095148208096,25.656825568726088
361,U1474,E,H,5,U1474E_2H5,6.418000000000001,118.31,12.78,13.248224587498907,50.06331087123518,1.5863350475372129,0.6871150776728947,4.647453643358217,24.97702639312221
361,U1474,E,H,5,U1474E_2H5,8.418000000000001,118.33,12.6,13.130936555500538,50.25337319254489,1.61919215514052,0.695835355776332,4.734841703920357,24.775286657541997
361,U1474,E,H,5,U1474E_2H5,10.418,118.35,12.79,13.463668907680368,50.250461358518315,1.6647118525325182,0.7028410598164814,4.688263356424787,24.43951908545217
361,U1474,E,H,5,U1474E_2H5,12.418,118.37,11.92,13.22855384629844,51.88566909637337,1.7556448486763128,0.7098486339917527,4.812943018351717,22.816806176733056
361,U1474,E,H,5,U1474E_2H5,14.418,118.39,11.77,13.16669685984882,54.01988829243792,1.9361832143196942,0.736743075397372,5.119786961378704,20.230167217042112
361,U1474,E,H,5,U1474E_2H5,16.418,118.41,10.69,11.8601113945185,62.93002894452985,1.620051766955425,0.6514140242040116,3.847302198404425,14.30055729181242
361,U1474,E,H,5,U1474E_2H5,18.418,118.43,10.37,11.213709799399634,68.35320396127759,1.4649707760895363,0.6201755413839347,3.191841976381197,10.365563565892751
361,U1474,E,H,5,U1474E_2H5,20.418,118.45,11.2,11.289368673822384,64.65186161962605,1.32285198219666,0.6377346766874906,3.4159315818105123,13.891717086281542
361,U1474,E,H,5,U1474E_2H5,22.418000000000003,118.47,10.73,11.30750954497375,62.08698873969418,1.279599188200828,0.6499883120359464,3.4196584295428543,16.4657214059771
361,U1474,E,H,5,U1474E_2H5,24.418000000000003,118.49,13.46,13.476141035466853,48.48737312749368,1.4665927513772576,0.6901386173811087,4.119362974754946,26.969857113950795
361,U1474,E,H,5,U1474E_2H5,26.418000000000003,118.51,13.32,13.500010249140217,48.265276392997485,1.5165574942026847,0.693404779469922,4.201744784133661,27.032471920480663
361,U1474,E,H,5,U1474E_2H5,28.418000000000003,118.53,12.89,13.260645209416229,48.70899192208167,1.545465877016828,0.693943079017411,4.2882527030094435,26.712166829883056
361,U1474,E,H,5,U1474E_2H5,30.418000000000003,118.55,12.74,13.281613437671895,49.359358776883354,1.5929125562457276,0.7000240635749116,4.599996670156482,25.67556011589227
361,U1474,E,H,5,U1474E_2H5,32.418,118.57,12.55,13.128596227094798,49.78959076463436,1.6276369287130723,0.7311307866466356,4.717114641589558,25.215396271746215
361,U1474,E,H,5,U1474E_2H5,34.418,118.59,12.45,13.381892975048856,49.976389375023544,1.5895200895738535,0.7212584887182133,4.543209501850505,24.997195190209673
361,U1474,E,H,5,U1474E_2H5,36.418,118.61,12.75,13.546818587088048,49.566667922745,1.63772113126751,0.7268603079420292,4.622087648174993,25.109310023207065
361,U1474,E,H,5,U1474E_2H5,38.418,118.63,12.82,13.302377269371892,50.0260391000703,1.6085106115192374,0.7138907956912189,4.806629932696201,24.75201791107579
361,U1474,E,H,5,U1474E_2H5,40.418,118.65,12.32,13.723999292876304,49.81774990877307,1.6552171275342167,0.7256933578158484,4.8043288699948175,24.482477063430377
361,U1474,E,H,5,U1474E_2H5,42.418,118.67,12.52,13.436706837205783,49.20105804961467,1.580107502714619,0.7162170512322457,4.571841322822445,25.703534856834878
361,U1474,E,H,5,U1474E_2H5,44.418,118.69,13.35,13.250921267339654,49.9157270249943,1.6237239650493893,0.7191148474033355,4.852275666730256,24.847702848907712
361,U1474,E,H,5,U1474E_2H5,46.418,118.71,12.87,13.324483288492074,50.04779815723903,1.6467946448564124,0.728592278739131,4.861879640489621,24.59991761060838
361,U1474,E,H,5,U1474E_2H5,48.418,118.73,12.67,13.740932908260042,49.16460877436608,1.5842653496089778,0.7177910556040125,5.00243314713543,24.999434385450108
361,U1474,E,H,5,U1474E_2H5,50.418,118.75,13.33,13.167464189442354,50.37959558413612,1.585716083808716,0.7071268286868665,4.730568517767883,24.638994416582698
361,U1474,E,H,5,U1474E_2H5,52.41799999999999,118.77,13.15,13.392225898936934,48.91818177899649,1.5638487503242937,0.7189721892363165,4.766845634464523,25.849391368466087
361,U1474,E,H,5,U1474E_2H5,54.41799999999999,118.79,12.42,13.416109711569877,48.7171878088924,1.511011526807502,0.7040839419522419,4.702303740337591,26.158768890865016
361,U1474,E,H,5,U1474E_2H5,56.41799999999999,118.81,13.08,13.418159046754061,48.633154544282036,1.487005764429582,0.698867036908052,4.641484694942711,26.330794533108197
361,U1474,E,H,5,U1474E_2H5,58.41799999999999,118.83,13.73,13.65412379120348,48.10784266492853,1.4850397409122025,0.6992724860023877,4.623003580205785,26.64018335717226
361,U1474,E,H,5,U1474E_2H5,60.41799999999999,118.85,13.27,13.311876454404102,47.93163237522212,1.5018472112767522,0.7019527488635909,4.73024622765339,27.031910603004686
361,U1474,E,H,5,U1474E_2H5,62.41799999999999,118.87,13.26,13.12556000986811,48.12792531369774,1.4359043785258194,0.6936853941193684,4.50214512734312,27.324245396870477
361,U1474,E,H,5,U1474E_2H5,64.41799999999999,118.89,13.32,13.332914041074142,47.938100859584495,1.457114061573467,0.7010906634171855,4.59545604233163,27.184789952443705
361,U1474,E,H,5,U1474E_2H5,66.41799999999999,118.91,13.41,13.317824426085613,47.65757855557985,1.4386373806238426,0.6963623475829297,5.158991263329505,26.940071647222886
361,U1474,E,H,5,U1474E_2H5,68.41799999999999,118.93,13.25,13.378169738888309,47.75112439433363,1.4317744255894722,0.6923409122324885,4.551831596494701,27.404224552886028
361,U1474,E,H,5,U1474E_2H5,70.41799999999998,118.95,13.66,13.316517456323004,47.62485429447739,1.4590727948383897,0.6934292757890896,5.012632931355372,27.102958867641398
361,U1474,E,H,5,U1474E_2H5,72.41799999999998,118.97,13.21,13.2919690531057,47.73793752862706,1.4535348758172504,0.6931061036385623,4.512208110799129,27.52070994843694
361,U1474,E,H,5,U1474E_2H5,74.41799999999998,118.99,12.99,13.59251869171907,48.71401718498337,1.5438048578864272,0.7010794502409744,4.842473310066132,25.815572125528657
361,U1474,E,H,5,U1474E_2H5,76.41799999999998,119.01,13.12,13.462737816848119,48.153250260276295,1.5184473620469925,0.7000947438137494,5.4604587684088495,25.914476669030634
361,U1474,E,H,5,U1474E_2H5,78.41799999999998,119.03,12.56,13.330322307282865,49.14399146683444,1.5228586055721556,0.7125979087100256,4.564709428766227,25.934985903258916
361,U1474,E,H,5,U1474E_2H5,80.41799999999998,119.05,12.94,13.789049890551206,49.49883188793551,1.6099081820254406,0.7143573508690773,4.960711697883894,24.636606611159504
361,U1474,E,H,5,U1474E_2H5,82.41799999999998,119.07,12.35,13.07044088843572,51.70588483970558,1.6358235390443638,0.6887501233789504,4.841924984859734,23.266641245000304
361,U1474,E,H,5,U1474E_2H5,84.41799999999998,119.09,13.04,13.090503023374701,49.903190386390676,1.5769172365309168,0.711268595145635,4.7131819029811775,25.214404476001516
361,U1474,E,H,5,U1474E_2H5,86.41799999999998,119.11,12.72,13.530683212669521,49.36299390221082,1.671076822812352,0.7287360215775077,5.158070067185213,24.75790559396921
361,U1474,E,H,5,U1474E_2H5,88.41799999999998,119.13,12.76,13.839332705337364,49.4052382139023,1.5994318101156535,0.7201031980817328,4.844724042299314,24.800635650688278
361,U1474,E,H,5,U1474E_2H5,90.418,119.15,12.52,13.572731057691279,49.16978408780112,1.6525406877248012,0.7277187912054657,5.072650926287909,25.01404006971407
361,U1474,E,H,5,U1474E_2H5,92.418,119.17,13.42,13.541724032679182,49.22289918262001,1.6143472619447938,0.7212647287827917,5.007182231383276,25.102048183014585
361,U1474,E,H,5,U1474E_2H5,94.418,119.19,13.12,13.466625624669264,48.972897878209835,1.5718206613168832,0.7190276506574607,4.814944461593408,25.664149343977794
361,U1474,E,H,5,U1474E_2H5,96.418,119.21,13.21,13.342802748227733,49.02935929457139,1.6109104254558937,0.7253151170807439,4.94414449583677,25.556933539252114
361,U1474,E,H,5,U1474E_2H5,98.418,119.23,12.66,13.530385656328491,49.224580005555524,1.6180142167973852,0.7288378249795547,4.926724435700724,25.180923481062948
361,U1474,E,H,5,U1474E_2H5,100.418,119.25,12.89,13.792369793567774,49.27407465216937,1.6299715325965065,0.7210310010315005,5.10069755893847,24.691321082121014
361,U1474,E,H,5,U1474E_2H5,102.41799999999999,119.27,12.65,13.615708178611081,49.48420270433238,1.6357028910857994,0.7275577060420216,5.004209332663063,24.742084807690297
361,U1474,E,H,5,U1474E_2H5,104.41799999999999,119.29,12.7,13.82194027734026,49.98560216121547,1.66233510426138,0.7283636854639997,4.941129454461802,24.070094937681727
361,U1474,E,H,5,U1474E_2H5,106.41799999999999,119.31,12.41,13.95483160150507,49.37799982344085,1.634040472683138,0.7250006164499201,4.977237531887839,24.540355574457834
361,U1474,E,H,5,U1474E_2H5,108.41799999999999,119.33,12.61,13.731199189710722,49.793680117750554,1.6962338707480666,0.7243479187401419,5.155167665671826,24.10883685780332
361,U1474,E,H,5,U1474E_2H5,110.41799999999999,119.35,12.59,13.713885538348872,49.97720154023246,1.6810280772855695,0.7224115942654933,5.0406915083438655,24.07424736194837
361,U1474,E,H,5,U1474E_2H5,112.41799999999999,119.37,12.63,13.822136323190845,49.91758528310396,1.7042941811775467,0.7375325963512863,5.002231571449396,24.02568566515161
361,U1474,E,H,5,U1474E_2H5,114.41799999999999,119.39,12.92,13.594019435086633,50.098675509155605,1.6900508992275771,0.7279387140066775,5.063825993106798,24.034955069841352
361,U1474,E,H,5,U1474E_2H5,116.41799999999999,119.41,12.61,13.924851509071958,49.41132643224609,1.682867548102525,0.7262463444007894,5.009179494557263,24.454994292046013
361,U1474,E,H,5,U1474E_2H5,118.41799999999999,119.43,13.28,13.565782110741834,49.653442770830864,1.654066991002845,0.7248163293395,4.845470941110791,24.765886477398805
361,U1474,E,H,5,U1474E_2H5,120.41799999999999,119.45,12.36,13.710532610883604,49.972709760815455,1.6439315023770256,0.7208182846808753,4.92196007962693,24.23951338204074
361,U1474,E,H,5,U1474E_2H5,122.41799999999999,119.47,12.53,13.73243823684406,49.926846107724174,1.6911457380397383,0.7230058896646826,4.967029511727716,24.169000136424266
361,U1474,E,H,5,U1474E_2H5,124.41799999999999,119.49,12.87,13.5828644321355,50.28504861337213,1.7151147917849758,0.7181356891764893,5.03820051305245,23.870101580903093
361,U1474,E,H,5,U1474E_2H5,126.41799999999999,119.51,12.32,13.513479729162992,50.41834399346957,1.7280735619946606,0.7249797821052198,5.04276215220017,23.781826401492047
361,U1474,E,H,5,U1474E_2H5,128.418,119.53,12.49,13.371760030687115,49.99552900986785,1.7399056677269529,0.730506551582711,5.001083002445152,24.370681358114854
361,U1474,E,H,5,U1474E_2H5,130.418,119.55,13.01,13.379232584527003,50.01264968751272,1.735417703083423,0.7298394705610538,5.001545730904798,24.350780443835646
361,U1474,E,H,5,U1474E_2H5,132.418,119.57,12.54,13.52161902855681,50.0494857062529,1.7238140418450467,0.728704962265718,4.847245408196253,24.338596473307913
361,U1474,E,H,5,U1474E_2H5,134.418,119.59,12.42,13.264416887009363,49.98657638682448,1.7028451394166455,0.7192589421346219,4.817566750961136,24.718801514078393
361,U1474,E,H,5,U1474E_2H5,136.418,119.61,12.87,13.746974180959525,49.28461780064139,1.6922053388941727,0.7234374445529461,4.702720707194045,25.05951014818256
361,U1474,E,H,5,U1474E_2H5,138.418,119.63,12.66,13.383821459304109,49.58055194060508,1.6962892574817907,0.7309000345772999,4.768818173305787,25.049084755150574
361,U1474,E,H,5,U1474E_2H5,140.418,119.65,13.01,13.588655367572441,49.38961757461541,1.6884037965294998,0.719308501490191,4.713813014019984,25.109667366197108
361,U1474,E,H,5,U1474E_2H5,142.418,119.67,13.15,13.356112962661397,49.50673525767636,1.7002657695887091,0.7184611243123888,4.815435073438311,25.11245543274746
361,U1474,E,H,5,U1474E_2H5,144.418,119.69,13.38,12.781429491866115,49.65529597277797,1.7007457580891734,0.718206758240649,4.745961503846606,25.60782613560412
