Depth (m),Al,Si,K,Ca,Ti,Fe
111.12,14.03938975276507,44.97245402406754,2.52461882164736,31.19059995573149,0.844209303917343,6.428728141871197
111.14,13.983353269411793,45.04414819611333,2.5920954466321886,31.138465068819958,0.8517311537001193,6.390206865322614
111.16,14.425559501935112,44.775532044179826,2.709474568723344,30.81129324629402,0.8635118609906509,6.414628777877043
111.18,13.69392425707859,45.02158743221929,2.6632690025720986,31.15435961512097,0.8761359428457871,6.5907237501632725
111.2,13.977551909311057,45.58230347344139,2.6522008791297838,30.580488171613553,0.8519827131609194,6.355472853343283
111.22,13.690737170355321,45.174973778155106,2.686696809397608,30.941114573071935,0.8671634927717357,6.639314176248304
111.24,13.847459971557505,45.15413658396524,2.7399878440649577,30.595380925580617,0.8616765784593224,6.801358096372343
111.26,13.852844801942702,44.91723083678227,2.7292426494016553,30.757294432686333,0.8734494082463845,6.869937870940659
111.28,14.267739335020257,44.71945632050768,2.7908367382517287,30.56467154917753,0.8643813881955252,6.792914668847268
111.3,14.101977427275415,44.872578587077136,2.9019262344158006,30.04652642879808,0.8604266866180956,7.216564635815467
111.32,14.199147564045433,45.062318593084974,2.8753877163535098,29.946572008126537,0.8697242172377542,7.046849901151782
111.34,14.166613820955517,44.94516248035877,2.772131374930771,30.42627911921593,0.8742972451811046,6.815515959357903
111.36,14.407302820961238,44.754253520507156,2.873195588088132,30.12081769255409,0.8720629710140365,6.972367406875332
111.38,14.06312399981419,44.71101774958452,2.8465558197370173,30.393741535499213,0.8794701781892609,7.106090717175808
111.4,14.044469089191042,45.01222168145051,2.878522963632431,30.206195385539424,0.8736370256404218,6.984953854546169
111.42,14.598635499158124,44.74905476263405,2.8985482201618478,29.975009072650526,0.8877360404453188,6.891016404950134
111.44,14.506498191516592,44.9167188118712,3.018438224969897,29.493849812014204,0.8856514042496624,7.178843555378449
111.46,14.364503629387032,45.03112127111582,2.9087434594775563,29.982658610983492,0.8812158092110636,6.831757219825038
111.48,14.243690892388832,45.03433220207529,2.932377974988185,29.935032034972586,0.8811678524971082,6.973399043077992
111.5,14.197346424181251,44.79182931999532,2.807777177038697,30.452621457912176,0.8789771775424284,6.871448443330122
111.52,14.358876544978594,44.986273675542535,3.1020069380087616,29.477270280863653,0.8910789616276126,7.184493598978841
111.54,14.411638113546429,44.92487820251422,2.9155885337935588,29.778965281067926,0.8675261833264617,7.101403685751408
111.56,14.706500879567608,44.77447277256079,2.9969168707893874,29.580086742509433,0.8682395134119607,7.073783221160814
111.58,13.907815232090446,44.96028632063428,2.940714591599256,30.179653563803697,0.8757321632221802,7.13579812865013
111.6,14.200319152411678,44.793969755075985,2.739881282267404,30.737655697575395,0.8666730370230786,6.661501075646459
111.62,13.898144268554303,44.827284403683755,2.8468636371440104,30.471198994087718,0.8650377734678509,7.091470923062361
111.64,14.037271954136877,45.176757538871435,2.813453727637753,30.401048486376258,0.8672608326626684,6.704207460315008
111.66,14.15908582853713,45.128421366336795,2.9598499997917673,29.95758850953079,0.8755746793681682,6.919479616435351
111.68,14.259868575697201,45.243647175597005,2.8662412730836024,30.048312593215847,0.8659383174081794,6.715992064998165
111.7,14.611424093280576,44.89733568936102,2.9821122233131434,29.744445980990243,0.8651877321199141,6.899494280935089
111.72200000000001,14.049640453732964,45.08181314223087,3.037336272377462,29.794413534359627,0.8756863823651089,7.161110214933972
111.742,14.416321777320215,44.71547492205488,2.8169670589187916,30.42774353882397,0.8648058241075349,6.758686878774591
111.762,14.27476117935921,44.77053495661633,2.9133807886123098,30.038794480096154,0.8698459280481944,7.132682667267799
111.78200000000001,14.40573825123771,44.54859886197257,3.029506674949806,29.489003922920915,0.8570199226868289,7.670132366232174
111.802,14.488890768378967,44.43240973342931,2.777129158553178,30.846460597181895,0.8565045644229732,6.598605178033677
111.851,14.038714559365484,44.67247712491351,3.0501544697172718,30.579128007464757,0.8577630166661885,6.801762821872805
111.87100000000001,14.355080446416304,44.905352637453596,2.8837954986745826,30.309912155595427,0.8458878153768837,6.699971446483201
111.891,14.259536271560497,44.753371865911134,2.634209561935439,31.25999218966881,0.8349926567793591,6.257897454144758
111.911,14.661595335565636,44.47769085351763,2.766516425858446,30.75150667959884,0.8343221477056012,6.5083685577538635
111.931,14.297989435956234,44.984744338096796,2.837958761760812,30.53631996881503,0.8462337705812092,6.496753724789925
111.95100000000001,14.595353312437581,44.66346387131554,2.9012865693364134,30.356782549403494,0.8408162660529461,6.642297431454022
111.971,14.556578889004545,44.967361241860246,2.8587727473292137,30.281860218390715,0.8446866834956197,6.490740219919644
111.991,14.02760717962653,44.91714995191737,2.7883580552290534,31.051479006940895,0.841033605126126,6.374372201160034
112.01100000000001,14.66642833312221,44.15142465934394,2.694075091025881,31.103538569670626,0.8263883422896152,6.558145004547732
112.035,14.259209678504408,44.44352329706228,2.826860668703979,30.667438496017922,0.8283774327557702,6.9745904269556345
112.055,14.309951018867437,44.85975342148169,2.8555277811384974,30.65547780831097,0.8412718801859176,6.478018090015496
112.075,14.309335094486912,44.865393057873234,2.937057927827803,30.503674310884627,0.8434822255603245,6.541057383367111
112.095,14.627306908290146,44.86147960217919,2.8840445648785207,30.343573298329723,0.8395790570029343,6.444016569319494
112.115,14.608183553449969,44.94358056066147,2.8394194627706493,30.33177041037786,0.8475252919226373,6.429520720817415
112.135,14.170816841640635,44.8962911705212,2.6684350966250032,31.10171724224054,0.805808420244069,6.356931228728557
112.155,14.384686599115867,44.65953905991425,2.5746498800841717,31.52642478440785,0.8146964189157141,6.040003257562154
112.175,14.749556400631814,44.54526802220126,2.5272423715905807,31.45379083971741,0.8104662966849996,5.913676069173934
112.195,14.232772190887378,44.58155752377394,2.536498638047533,31.868327050733818,0.8104882105573912,5.970356385999942
112.215,14.099328513377616,44.72392982026861,2.463802075675004,31.916625866146862,0.8058325218689584,5.990481202662934
112.235,14.083278884748484,44.68677449403738,2.5767890507685363,31.633361422975735,0.8106433753446572,6.209152772125206
112.255,14.012800179983484,44.825665509652055,2.6712457705765256,31.313793266513112,0.8260596228767098,6.350435650398113
112.275,14.453484075686362,44.652977794717245,2.565007970806406,31.37257403155062,0.8176523502528725,6.138303776986487
112.295,13.973448916639363,45.337794331915546,2.8118144862460066,30.306550152479712,0.8343515490187525,6.73604056370061
112.315,14.367787350845893,44.72830142551508,2.6314307372381007,31.06761573275675,0.8169306885953721,6.387934065048798
112.335,14.357764639395848,44.26168913942855,2.5787596281070595,31.866129967644007,0.8166087007355611,6.119047924688984
112.381,13.676337708835746,44.43957049776674,2.523906218058693,32.47901549669231,0.8187166847037148,6.062453393942767
112.40100000000001,14.228528092458179,43.948054414435454,2.513307510384135,32.40629096243441,0.8082515314560326,6.095567488831774
112.421,13.81106575993403,44.12083547823678,2.5703136780362517,32.452907339449844,0.8124474165738067,6.232430327769298
112.441,13.714237607453553,43.991327943807384,2.5333828176881563,32.46562938685043,0.793600649826913,6.501821594373568
112.461,13.342715209759398,44.03633911424886,2.4276278081387193,33.28824393544765,0.7896198896034835,6.115454042801881
112.48100000000001,13.393749905907898,43.84440027600379,2.4022371084395235,33.332165949019625,0.7809659990834945,6.246480761545674
112.501,13.672246932101206,43.669416836279,2.23380053276751,33.80461090394128,0.7803910648836578,5.839533730027329
112.521,13.39769485154234,43.36254363953241,2.0890870279028757,34.52348783544567,0.7641257055015725,5.863060940075133
112.541,13.324847860665562,43.30146988795289,2.1068601150005217,34.67477040328582,0.7625705010435772,5.829481232051636
112.561,12.902757918233581,43.18999049801023,1.9996610229630014,35.34468143099483,0.7597007824719256,5.803208347326419
112.581,13.430403627928555,43.02619334041874,1.931844704655485,35.270690691769744,0.7504881231933846,5.590379512034081
112.601,13.500295691310441,43.406545532233984,2.0853120596736807,34.41584042110349,0.7745042871213947,5.817502008557023
112.62100000000001,13.379104777682006,43.65308176773893,2.071005017289791,34.51617827900486,0.7839368443588556,5.5966933139255595
112.641,13.649291152651813,43.72271782985707,2.044366340662498,34.20107012829278,0.7693619149022151,5.613192633633641
112.663,13.098259417683463,44.186467959837834,2.085202260141353,33.88843077421239,0.7799263573985641,5.961713230726402
112.68299999999999,13.553172723533184,44.016322335036364,2.082272851406007,33.92995459206667,0.7891897912220308,5.629087706735753
112.70299999999999,13.488027863544557,44.19314048385061,2.0870803703800958,33.89069511691988,0.7843076339512509,5.556748531353609
112.723,12.657503443404588,44.33168056000712,2.0850061935069935,34.12183328311419,0.7649107111984395,6.039065808768662
112.743,12.973877671484063,43.77664542092264,1.9029485115872091,35.01015654442794,0.7702125015138681,5.566159350064271
